text,term,polarity
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,approval
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Maine Lobster,approval
"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,love
"Try the Pad Thai, it's fabulous and their prices are so cheap!",prices,approval
Food is great and inexpensive.,Food,approval
The price very reasonable.,price,approval
"Dessert - can't be missed, so save room!!!",Dessert,approval
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,approval
Ingredients are organic which is a real plus for me.,Ingredients,approval
It was so bad I actually refused to pay for my food.,food,angry
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,cuisine,approval
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,prices,approval
"The staff was very attentive, the ambience lovely, and the food superb.",staff,approval
"The staff was very attentive, the ambience lovely, and the food superb.",ambience,approval
"The staff was very attentive, the ambience lovely, and the food superb.",food,approval
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",ingrediants,love
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",cuisine,love
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,love
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,joy
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,joy
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,joy
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,love
"The waiters are sweet, the food is tasty and the bill is never too large.",waiters,approval
"The waiters are sweet, the food is tasty and the bill is never too large.",food,approval
"The waiters are sweet, the food is tasty and the bill is never too large.",bill,approval
"The service was superb, they treat you like family.",service,love
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,approval
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,approval
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,approval
"The menu may be small, but everything on it is delicious.",menu,disappointed
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,rice,disgust
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,disgust
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",surroundings,joy
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",dining rooms,neutral
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,reservation,neutral
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,approval
We arrived on time for our reservation and seated promptly.The,reservation,approval
"I would definitely go back for a very special occasion, but not for regular fine dining.",dining,neutral
"The well mannered, pleasant staff that Tony has in his employ.",staff,joy
The flavors robust and subtle.,flavors,approval
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",oysters,love
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",quality,love
"I would never wait for a table to eat, it just is not THAT great.",table,neutral
"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,approval
The counter service is bad.,counter service,disgust
"Service here was great, food was fantastic.",Service,approval
"Service here was great, food was fantastic.",food,love
"This is such a lovely, peaceful place to eat outside.",place,joy
The sauce is delicious and the crust is perfect.,sauce,approval
The sauce is delicious and the crust is perfect.,crust,love
Since my first dinner I have had the chance to have brunch at Orsay 3x.,dinner,neutral
Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral
"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",decore,disgust
"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",food,neutral
They have some great entrees here as well.,entrees,approval
The service is not consistently excellent -- just decent.,service,neutral
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,approval
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",served,neutral
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",portions,approval
